	Entity	Tag	Reference
2884	Sprinkling of drink	FALSE	Yule
2885	Squares at Kinsay	FALSE	Yule
2886	Sriï¿½Thammarat	 	Yule
2887	Sriï¿½Vaikuntham	 	Yule
2888	Sse River	FALSE	Yule
2889	St. Anno of Cologne	FALSE	Yule
2890	St. Barlaam and St. Josafat	FALSE	Yule
2891	St. Barsauma (Barsamo	FALSE	Yule
2892	St. Blasius (Blaise	Location	Yule
2893	St. Brandon	FALSE	Yule
2894	St. Buddha	FALSE	Yule
2895	St. Epiphanius	FALSE	Yule
2896	St. George	Location	Yule
2897	St. Helena	FALSE	Yule
2898	St. Jamesï¿½ Shrine	 	Yule
2899	St. John the Baptist	Location	Yule
2900	St. Leonardï¿½s Convent in Georgia	 	Yule
2901	St. Lewis	Person	Yule
2902	St. Martin	FALSE	Yule
2903	St. Maryï¿½s Island	 	Yule
2904	St. Matthew	FALSE	Yule
2905	St. Matthewï¿½s Gospel	 	Yule
2906	St. Nina	FALSE	Yule
2907	St. Sabbaï¿½s at Acre	 	Yule
2908	St. Thomas	Person	Yule
2909	St. Thomasï¿½s Isle	 	Yule
2910	Stack	FALSE	Yule
2911	Star Chart	FALSE	Yule
2912	Star of Bethlehem	FALSE	Yule
2913	Steamers on Yangtse-kiang	FALSE	Yule
2914	Steel mines at Kermï¿½n	 	Yule
2915	Stefani	FALSE	Yule
2916	Stein	Person	Yule
2917	Stiens of Cambodia	FALSE	Yule
2918	Stirrups	FALSE	Yule
2919	Stitched vessels	FALSE	Yule
2920	Stockade erected by Poloï¿½s party in Sumatra	 	Yule
2921	Stone	FALSE	Yule
2922	Stones giving invulnerability	FALSE	Yule
2923	Su-chau (Suju	FALSE	Yule
2924	Su-tï¿½sh	 	Yule
2925	Submersion of part of Ceylon	FALSE	Yule
2926	Subterraneous irrigation	FALSE	Yule
2927	Suburbs of Cambaluc	FALSE	Yule
2928	Subutai	Person	Yule
2929	Succiur (Sou-tcheou)	Location	Murray
2930	Suchnan River	FALSE	Yule
2931	Sudarium	FALSE	Yule
2932	Sugar	FALSE	Yule
2933	Suh-chau (Sukchur)	FALSE	Yule
2934	Suicides before an idol	FALSE	Yule
2935	Sukchur	Location	Yule
2936	Sukkothai	FALSE	Yule
2937	Sukum Kalaï¿½	 	Yule
2938	Suleiman	Location	Yule
2939	Sulphur and quicksilver	FALSE	Yule
2940	Sultan Shah	Person	Yule
2941	Sultaniah	FALSE	Yule
2942	Sumatra	Location	Murray,Yule
2943	Sumatra (Java the Less	Location	Yule
2944	Sumbawa	FALSE	Yule
2945	Summers	Person	Yule
2946	Sumutala	FALSE	Yule
2947	Sun and moon	FALSE	Yule
2948	Sundar Fï¿½lï¿½t (Pulo Condore Group)	 	Yule
2949	Sundara Pandi Devar	Person	Yule
2950	Sung	Organization	Yule
2951	Sunnis and Shias	FALSE	Yule
2952	Suolstan (Shulistan	Location	Yule
2953	Superstitions in Tangut	FALSE	Yule
2954	Survival	FALSE	Yule
2955	Surï¿½Raja	 	Yule
2956	Sushun	Person	Yule
2957	Suttee		Murray
2958	Suttees in S. India	FALSE	Yule
2959	Suï¿½kin	 	Yule
2960	Swans	FALSE	Yule
2961	Swat	Location	Yule
2962	Swi-fu	FALSE	Yule
2963	Sword blades of India	FALSE	Yule
2964	Syghinan	FALSE	Yule
2965	Sykes	FALSE	Yule
2966	Sylen (Ceylon)	FALSE	Yule
2967	Symbolical messages	FALSE	Yule
2968	Syrian Christians	FALSE	Yule
2969	Sze-chï¿½wan (Chï¿½eng-tu	 	Yule
2970	Szechï¿½nyi	 	Yule
2971	Sï¿½ddhodhana	 	Yule
2972	Sï¿½lih	 	Yule
2973	Sï¿½nkalï¿½n	 	Yule
2974	Sï¿½rdï¿½ Pass	 	Yule
2975	Sï¿½rjï¿½n or Shirjï¿½n	 	Yule
2976	Sï¿½rï¿½f (Kish	 	Yule
2977	Sï¿½stï¿½n	 	Yule
2978	Sï¿½vah (Saba)	 	Yule
2979	Ta Tsing River	Location	Yule
2980	Ta-pa-Shan range	FALSE	Yule
2981	Ta-tï¿½sien-lu	 	Yule
2982	Tabashir	FALSE	Yule
2983	Tabbas	FALSE	Yule
2984	Table of the Great Khan	FALSE	Yule
2985	Tables	FALSE	Yule
2986	Tablet	FALSE	Yule
2987	Tablets of Authority	FALSE	Yule
2988	Tabriz (Tauris)	FALSE	Yule
2989	Tachindo	FALSE	Yule
2990	Tacitus	FALSE	Yule
2991	Tactics	FALSE	Yule
2992	Tacuin	FALSE	Yule
2993	Tadinfu	FALSE	Yule
2994	Taeping	FALSE	Yule
2995	Taeping Insurrection and Devastations	FALSE	Yule
2996	Taffetas	FALSE	Yule
2997	Taft	FALSE	Yule
2998	Tafurs	FALSE	Yule
2999	Tagachar	FALSE	Yule
3000	Tagaung	FALSE	Yule
3001	Tagharma Pass	FALSE	Yule
3002	Taghdï¿½ngbï¿½sh River	 	Yule
3003	Tai-in-fu (Tai-yuen-fou)	Location	Murray
3004	Tai-kan(Khoolloom)	Location	Murray
3005	Tai-tsu	FALSE	Yule
3006	Taianfu (Tï¿½ai-yuan-fu	 	Yule
3007	Taiani	FALSE	Yule
3008	Taican	FALSE	Yule
3009	Taichau (Tigu)	FALSE	Yule
3010	Taidu	Location	Yule
3011	Taikung	FALSE	Yule
3012	Tailed men	Person	Yule
3013	Tailors	FALSE	Yule
3014	Taimï¿½ni tribe	 	Yule
3015	Taiting-fu (Tadinfu	FALSE	Yule
3016	Taitong-fu	FALSE	Yule
3017	Tajiks of Badakhshan	FALSE	Yule
3018	Takfï¿½r	 	Yule
3019	Takhtapul	FALSE	Yule
3020	Taklaï¿½Makan	 	Yule
3021	Talains	FALSE	Yule
3022	Talas River	Location	Yule
3023	Tali	Location	Yule
3024	Talifu (Carajan)	FALSE	Yule
3025	Talikan	FALSE	Yule
3026	Tallies	FALSE	Yule
3027	Tam-pin-gui	Location	Murray
3028	Tamarind	FALSE	Yule
3029	Tamerlan	FALSE	Yule
3030	Tana (Azov	Location	Yule
3031	Tana (Azov)	Location	Yule
3032	Tana (Bombay)	Location	Murray
3033	Tanaï¿½Maiambu	 	Yule
3034	Tanaï¿½Malayu	 	Yule
3035	Tanduc	FALSE	Yule
3036	Tangnu Oola	FALSE	Yule
3037	Tangut	Location	Murray
3038	Tangut province	FALSE	Yule
3039	Tangutan	FALSE	Yule
3040	Tanjore	FALSE	Yule
3041	Tanpiju (Shaohing?)	FALSE	Yule
3042	Tantras	FALSE	Yule
3043	Tao-lin	Person	Yule
3044	Tao-sze (Taossï¿½	 	Yule
3045	Taprobana	FALSE	Yule
3046	Tarakai	FALSE	Yule
3047	Tarantula	FALSE	Yule
3048	Tarem	FALSE	Yule
3049	Tares of the parable	FALSE	Yule
3050	Tarmabala	Person	Yule
3051	Tarok Man and Tarok Myo	FALSE	Yule
3052	Tartar language	FALSE	Yule
3053	Tartars	Organization	Yule
3054	Tartars driven out of China		Murray
3055	Tartary cloths	FALSE	Yule
3056	Tarungares	FALSE	Yule
3057	Tarï¿½kh-i-Rashï¿½dï¿½	 	Yule
3058	Tatarï¿½ya coins	 	Yule
3059	Tathung	FALSE	Yule
3060	Tattooing	FALSE	Yule
3061	Tatu (Taichu	Location	Yule
3062	Tatu (Taichu)	Location	Yule
3063	Tatyang Khan (Great King	Person	Yule
3064	Tauris	FALSE	Yule
3065	Taurizi	FALSE	Yule
3066	Tawï¿½lisi	 	Yule
3067	Taxes	FALSE	Yule
3068	Tchakiri Mondou (Modun	FALSE	Yule
3069	Tchakiri Mondou (Modun)	FALSE	Yule
3070	Tea		Murray
3071	Tea trees in E. Tibet	FALSE	Yule
3072	Tea-houses at Kingszï¿½	 	Yule
3073	Tebet	Location	Yule
3074	Tedaldo	FALSE	Yule
3075	Teeth	FALSE	Yule
3076	Teflis	Location	Murray
3077	Tegana	FALSE	Yule
3078	Teghele	FALSE	Yule
3079	Teimur (Temur	Person	Yule
3080	Tekla	FALSE	Yule
3081	Tekrit	FALSE	Yule
3082	Telingana	FALSE	Yule
3083	Telo Samawe	FALSE	Yule
3084	Tembul (Betel	FALSE	Yule
3085	Temkan	Person	Yule
3086	Temple	FALSE	Yule
3087	Templeï¿½s account of the Condor	 	Yule
3088	Temugin	Person	Murray
3089	Temujin	FALSE	Yule
3090	Temur	Person	Murray
3091	Tenduc	Location	Murray,Yule
3092	Tengri	FALSE	Yule
3093	Tennasserim	FALSE	Yule
3094	Tents	FALSE	Yule
3095	Tents of  the great khan		Murray
3096	Terebinth	FALSE	Yule
3097	Terra Australis	FALSE	Yule
3098	Terra Mountains	FALSE	Yule
3099	Teï¿½Tsung	 	Yule
3100	Thai	FALSE	Yule
3101	Thai-yuanfu (Taianfu	FALSE	Yule
3102	Thai-yuanfu (Taianfu)	FALSE	Yule
3103	Thaigin	FALSE	Yule
3104	Theft	FALSE	Yule
3105	Theistic worship	FALSE	Yule
3106	Thelasar	FALSE	Yule
3107	Theobald	FALSE	Yule
3108	Theodorus	Person	Yule
3109	Theodosius the Great	FALSE	Yule
3110	Theophilus	Person	Yule
3111	Thian Shan	Person	Yule
3112	Thiantï¿½-Kiun	 	Yule
3113	Thibet	Person	Murray
3114	Thin lï¿½Evï¿½que	 	Yule
3115	Tholoman	FALSE	Yule
3116	Tholoman (part of Yun-nan)	Location	Murray
3117	Thomas	FALSE	Yule
3118	Thread	FALSE	Yule
3119	Three kingdoms (Sanï¿½Kwï¿½)	 	Yule
3120	Threshold	FALSE	Yule
3121	Thurï¿½n Shahï¿½s History of Hormuz	 	Yule
3122	Thï¿½venot	 	Yule
3123	Ti-min-gui (King-te-ching)		Murray
3124	Tibet (Tebet) province	Location	Yule
3125	Tibetan language and character	FALSE	Yule
3126	Tibetans	FALSE	Yule
3127	Tides in Hang-chau estuary	FALSE	Yule
3128	Tierce	FALSE	Yule
3129	Tiflis	FALSE	Yule
3130	Tigado	Location	Yule
3131	Tigers (called lions by Polo	FALSE	Yule
3132	Tigris River (Volga	Location	Yule
3133	Tigï¿½dar (Acomat Soldan)	 	Yule
3134	Tiju	FALSE	Yule
3135	Tiles	FALSE	Yule
3136	Tiling	FALSE	Yule
3137	Tilinga	FALSE	Yule
3138	Timur of Toumen	Person	Yule
3139	Timur the Great	FALSE	Yule
3140	Timurids	FALSE	Yule
3141	Tin-gui	Location	Murray
3142	Ting	FALSE	Yule
3143	Tinju	FALSE	Yule
3144	Tinnevelly	FALSE	Yule
3145	Tithe on clothing material	FALSE	Yule
3146	Tithing men	FALSE	Yule
3147	Titus	Person	Yule
3148	Tjajya	FALSE	Yule
3149	Toba race	FALSE	Yule
3150	Toc-tai	Person	Murray
3151	Toctai	Person	Yule
3152	Tod	Person	Yule
3153	Toddy	FALSE	Yule
3154	Togan	FALSE	Yule
3155	Toghontemur	Person	Yule
3156	Toghrul I	Person	Yule
3157	Togrul Wang Khan	Person	Yule
3158	Toka Tumir	FALSE	Yule
3159	Toktai Khan (Toctai	Person	Yule
3160	Tokï¿½t	 	Yule
3161	Tolan-nur (Dolonnï¿½r)	 	Yule
3162	Toleto	Person	Yule
3163	Tolobuga	FALSE	Yule
3164	Toman (Tuman	FALSE	Yule
3165	Tongking	FALSE	Yule
3166	Tonocain (Daumghann)	Location	Murray
3167	Tooth-relique of Buddha	FALSE	Yule
3168	Torchi	FALSE	Yule
3169	Toris (Tauris or Tabreez)	Location	Murray
3170	Tornesel	FALSE	Yule
3171	Toro River	Person	Yule
3172	Torshok	FALSE	Yule
3173	Torture by constriction in raw hide	FALSE	Yule
3174	Tournefort	FALSE	Yule
3175	Tower and Bell Alarm at Peking	FALSE	Yule
3176	Toyan (Tathung?)	FALSE	Yule
3177	Trade at Layas	FALSE	Yule
3178	Trades in Manzi	FALSE	Yule
3179	Transmigration	FALSE	Yule
3180	Traps for fur animals	FALSE	Yule
3181	Travancore	FALSE	Yule
3182	Travellers	Organization	Murray
3183	Treasure of Maabar kings	FALSE	Yule
3184	Trebizond	Location	Yule
3185	Trebuchets	FALSE	Yule
3186	Trees	FALSE	Yule
3187	Trench	FALSE	Yule
3188	Trevisano	FALSE	Yule
3189	Trincomalee	FALSE	Yule
3190	Tringano	FALSE	Yule
3191	Trinkat	Person	Yule
3192	Tsin-tsun	FALSE	Yule
3193	Tsiuan-chau	FALSE	Yule
3194	Tsongkhapa	FALSE	Yule
3195	Tsukuzi in Japan	FALSE	Yule
3196	Tsung-ngan-hien	FALSE	Yule
3197	Tsushima	Location	Yule
3198	Tsï¿½uan-chou	 	Yule
3199	Tu Tï¿½song	 	Yule
3200	Tu-fan	Location	Yule
3201	Tu-ku-hun	FALSE	Yule
3202	Tuan	Person	Yule
3203	Tudai	Person	Yule
3204	Tudaiï¿½Mangku (Totamangu or Totamangul)	 	Yule
3205	Tughan	Person	Yule
3206	Tughlak Shah	Person	Yule
3207	Tuktuyai Khan	Person	Yule
3208	Tuli	Person	Yule
3209	Tuman	FALSE	Yule
3210	Tumba	FALSE	Yule
3211	Tun-o-kain (Tunocain	Location	Yule
3212	Tung-chau (Tinju)	FALSE	Yule
3213	Tung-hwang-hien	FALSE	Yule
3214	Tung-kwan	Location	Yule
3215	Tung-ï¿½an in Fokien	 	Yule
3216	Tunguses	FALSE	Yule
3217	Tunny fish	FALSE	Yule
3218	Turbit (radex Turpethi)	FALSE	Yule
3219	Turcomania	Organization	Murray
3220	Turcomania (Anatolian Turkey)	FALSE	Yule
3221	Turgaut	FALSE	Yule
3222	Turkestan	Location	Murray
3223	Turkey	FALSE	Yule
3224	Turkistan chiefs send mission to kings of India	FALSE	Yule
3225	Turkmans and Turks	FALSE	Yule
3226	Turks	Person	Yule
3227	Turmeric	FALSE	Yule
3228	Turner	Person	Yule
3229	Turquans	FALSE	Yule
3230	Turquoises in Kermï¿½n	 	Yule
3231	Turtle doves	FALSE	Yule
3232	Turumpak	FALSE	Yule
3233	Tutia (Tutty	FALSE	Yule
3234	Tuticorin	FALSE	Yule
3235	Tver	FALSE	Yule
3236	Twelve	FALSE	Yule
3237	Twigs or arrows	FALSE	Yule
3238	Tylor	Person	Yule
3239	Tyuman	FALSE	Yule
3240	Tyunju	FALSE	Yule
3241	Tzarev	FALSE	Yule
3242	Tzaritzyn	FALSE	Yule
3243	Tï¿½ai Tsung	 	Yule
3244	Tï¿½aiching-Kwan	 	Yule
3245	Tï¿½ang dynasty	 	Yule
3246	Tï¿½ki-uddin	 	Yule
3247	Tï¿½n	 	Yule
3248	Tï¿½nasi cloth	 	Yule
3249	Tï¿½nkï¿½z Khan	 	Yule
3250	Tï¿½sang-chau	 	Yule
3251	Tï¿½sh Kurgï¿½n	 	Yule
3252	Tï¿½si-nan-fu (Chinangli)	 	Yule
3253	Tï¿½si-ning-chau	 	Yule
3254	Tï¿½sien Tï¿½ang River	 	Yule
3255	Tï¿½sing-chau	 	Yule
3256	Tï¿½sing-ling range	 	Yule
3257	U-man and Pe-man (Black and White Barbarians)	FALSE	Yule
3258	U-nya-Mwezi superstition	FALSE	Yule
3259	Ucaca (Ukak	FALSE	Yule
3260	Uch-baligh	FALSE	Yule
3261	Uchï¿½Multï¿½n	 	Yule
3262	Udoe country	FALSE	Yule
3263	Udong	FALSE	Yule
3264	Udyï¿½na	 	Yule
3265	Ughim	Location	Murray
3266	Ughuz	Location	Yule
3267	Uighï¿½r character	 	Yule
3268	Uighï¿½rs	 	Yule
3269	Uiraca	FALSE	Yule
3270	Uirad	FALSE	Yule
3271	Ujjain	FALSE	Yule
3272	Ukak. (See Ucaca.)	FALSE	Yule
3273	Ulakhai	FALSE	Yule
3274	Ulan Muren (Red River)	FALSE	Yule
3275	Ulatai (Oulatay)	Location	Yule
3276	Ulugh Bagh	Person	Yule
3277	Ulï¿½s	 	Yule
3278	Umbrellas	FALSE	Yule
3279	Un-gui(Kia-hing)	Location	Murray
3280	Un-quem(Ming-taing)	Location	Murray
3281	Unc Can (Aung Khan)	Person	Yule
3282	Ung (Ungkï¿½t	 	Yule
3283	Ungrat (Kungurat)	Location	Yule
3284	Unicorn (Rhinoceros)	FALSE	Yule
3285	Unken	Location	Yule
3286	Unlucky hours	FALSE	Yule
3287	Ural river	Location	Murray
3288	Urduja	Person	Yule
3289	Uriangkadai	FALSE	Yule
3290	Uriangkï¿½t (Tunguses)	 	Yule
3291	Urianhai	FALSE	Yule
3292	Urumtsi	FALSE	Yule
3293	Urzï¿½	 	Yule
3294	Uspenskoye (called also Bolgarskoye)	FALSE	Yule
3295	Uttungadeva	Person	Yule
3296	Uwek	FALSE	Yule
3297	Uzbeg Khan of Sarai	Person	Yule
3298	Uzbegs of Kunduz	FALSE	Yule
3299	Uzun Tati	FALSE	Yule
3300	Vair	FALSE	Yule
3301	Valaghir district	FALSE	Yule
3302	Van Lake	FALSE	Yule
3303	Vanchu (Wangchu)	FALSE	Yule
3304	Varaegian	FALSE	Yule
3305	Varaha Mihira	Person	Yule
3306	Vardoj River	Location	Yule
3307	Varsach	Location	Yule
3308	Veil of the Temple	FALSE	Yule
3309	Vellalars	FALSE	Yule
3310	Venetians	FALSE	Yule
3311	Venice	Location	Murray,Yule
3312	Ventilators at Hormuz	FALSE	Yule
3313	Venï¿½dan	 	Yule
3314	Verlinden	FALSE	Yule
3315	Vessels	FALSE	Yule
3316	Vial	FALSE	Yule
3317	Vijayanagar	Location	Yule
3318	Vikramajit	FALSE	Yule
3319	Vikrampï¿½r	 	Yule
3320	Villard de Honnecourt	FALSE	Yule
3321	Vincent of Beauvais	FALSE	Yule
3322	Vincenzo	FALSE	Yule
3323	Vineyards	FALSE	Yule
3324	Vinson	Person	Yule
3325	Virgin of Cape Comorin	FALSE	Yule
3326	Visconti	FALSE	Yule
3327	Vissering	FALSE	Yule
3328	Vochan (Unchan)	Location	Yule
3329	Vociam	Location	Murray
3330	Vokhan	Location	Yule
3331	Vokhan (Wakhan)	Location	Murray
3332	Volga	FALSE	Yule
3333	Volga river	Location	Murray
3334	Vos	Location	Yule
3335	Vughin	FALSE	Yule
3336	Vuju in Kiangnan	FALSE	Yule
3337	Vï¿½mbï¿½ry	 	Yule
3338	Wa-tzu	FALSE	Yule
3339	Wadoe tribe	Location	Yule
3340	Wakf	FALSE	Yule
3341	Wakhijrui Pass	Location	Yule
3342	Wakhjï¿½r Pass	 	Yule
3343	Wakhsh	FALSE	Yule
3344	Wakhtang II	Person	Yule
3345	Wakhï¿½n (Vokhan	 	Yule
3346	Walashjird	FALSE	Yule
3347	Waldshut		Murray
3348	Wall of Alexander (or Caucasian)	FALSE	Yule
3349	Wallachs	FALSE	Yule
3350	Walnut-oil	FALSE	Yule
3351	Wami River	Location	Yule
3352	Wang	Person	Yule
3353	Wangchu	FALSE	Yule
3354	Wapila	FALSE	Yule
3355	War vessels	FALSE	Yule
3356	Warangol Ku	FALSE	Yule
3357	Warangs	FALSE	Yule
3358	Warner	Person	Yule
3359	Wassï¿½f	 	Yule
3360	Water	FALSE	Yule
3361	Wathek	FALSE	Yule
3362	Weather-conjuring	FALSE	Yule
3363	Wei River in Shen-si	Location	Yule
3364	Wei dynasty	FALSE	Yule
3365	Wei-ning	FALSE	Yule
3366	Weights and measures	FALSE	Yule
3367	Wen River	Location	Yule
3368	Wen-chow	FALSE	Yule
3369	Westermarck	FALSE	Yule
3370	Whale oil	FALSE	Yule
3371	Whales	FALSE	Yule
3372	Wheaten bread not eaten	FALSE	Yule
3373	White bears	FALSE	Yule
3374	Whittington and his cat in Persia	FALSE	Yule
3375	Wild asses and oxen	FALSE	Yule
3376	William of Tripoli	Person	Yule
3377	Williams	Person	Yule
3378	Williamson	Person	Yule
3379	Wilson	Person	Yule
3380	Wind	FALSE	Yule
3381	Wine	FALSE	Yule
3382	Wo-fo-sze	FALSE	Yule
3383	Wolves in Pamir	FALSE	Yule
3384	Women	FALSE	Yule
3385	Wonders performed by the Bacsi	FALSE	Yule
3386	Wood	Person	Yule
3387	Wood-oil	FALSE	Yule
3388	Wool	FALSE	Yule
3389	Worship of Mahomet (supposed)	FALSE	Yule
3390	Worshipping the tablets	FALSE	Yule
3391	Wu-chau (Vuju)	FALSE	Yule
3392	Wu-ti	Person	Yule
3393	Wukiang-hien (Vughin)	FALSE	Yule
3394	Wylie	Person	Yule
3395	Wï¿½sus	 	Yule
3396	Xavier	FALSE	Yule
3397	Xerxes	FALSE	Yule
3398	Ya-chau	FALSE	Yule
3399	Yachi (Yun-nan-fu)	Location	Yule
3400	Yaci(Chiaki)	Location	Murray
3401	Yaik River	Location	Yule
3402	Yak (dong)	FALSE	Yule
3403	Yakuts	FALSE	Yule
3404	Yalung River	Location	Yule
3405	Yam	FALSE	Yule
3406	Yamgï¿½n	 	Yule
3407	Yan-gui (Yang-tcheou-fou)	Location	Murray
3408	Yang-chau (Yanju)	Person	Yule
3409	Yang-tse-kiang or Kiang	Location	Murray
3410	Yarbeg of Badakhshan	FALSE	Yule
3411	Yarcan(Yarcund) 	Location	Murray
3412	Yarcund	Location	Murray
3413	Yarkand (Yarcan)	FALSE	Yule
3414	Yasdi (Yerd)	Location	Murray
3415	Yasdi (Yezd)	FALSE	Yule
3416	Yasodhara	Person	Yule
3417	Yavanas	FALSE	Yule
3418	Yazdashir	FALSE	Yule
3419	Yaï¿½kï¿½b Beg of Kasghar	 	Yule
3420	Ydifu	FALSE	Yule
3421	Year	FALSE	Yule
3422	Yelimala	FALSE	Yule
3423	Yeliu Chutsai	FALSE	Yule
3424	Yellow	FALSE	Yule
3425	Yemen (See also Aden.)	FALSE	Yule
3426	Yen-king (Old Peking)	FALSE	Yule
3427	Yeng-chau (in Shan-tung	FALSE	Yule
3428	Yeng-chau (in Shan-tung)	FALSE	Yule
3429	Yenshan	FALSE	Yule
3430	Yenï¿½Ping	 	Yule
3431	Yesubuka	FALSE	Yule
3432	Yesudar	FALSE	Yule
3433	Yesugai	Person	Yule
3434	Yetsina (Etzina)	FALSE	Yule
3435	Yezd (Yasdi)	FALSE	Yule
3436	Yiu-ki River	FALSE	Yule
3437	Yonting Ho River	FALSE	Yule
3438	Yoritomo	FALSE	Yule
3439	Yotkï¿½n	 	Yule
3440	Youth	Location	Yule
3441	Yrac	Location	Yule
3442	Ysemain of Hiulie	Person	Yule
3443	Yu	FALSE	Yule
3444	Yu-chow	Location	Yule
3445	Yuan Ho	FALSE	Yule
3446	Yue-chi	FALSE	Yule
3447	Yuen	Organization	Yule
3448	Yuen ming-yuen	Location	Yule
3449	Yuen shi	FALSE	Yule
3450	Yuen-hao	Location	Yule
3451	Yugria	Location	Yule
3452	Yuh-shan	FALSE	Yule
3453	Yule	Person	Yule
3454	Yun-nan (Carajan)	Location	Yule
3455	Yun-nan-fu city	Location	Yule
3456	Yung Lo	Person	Yule
3457	Yung-chang fu (Shen-si)	FALSE	Yule
3458	Yunï/Hien	 	Yule
3459	Yurungkï¿½sh (white Jade) River	 	Yule
3460	Yusuf Kekfi	FALSE	Yule
3461	Yuthia	Location	Yule
3462	Yvo of Narbonne	FALSE	Yule
3463	Yï¿½jï¿½	 	Yule
3464	Zabedj	FALSE	Yule
3465	Zai-tun (Amoy)	Location	Murray
3466	Zaila	FALSE	Yule
3467	Zampa	FALSE	Yule
3468	Zanghibar (Zangibar)	Location	Yule
3469	Zanghibar (Zanguebar)	Location	Murray
3470	Zanton (Shantung?)	FALSE	Yule
3471	Zanzale	Organization	Yule
3472	Zapharan	Location	Yule
3473	Zardandan	FALSE	Yule
3474	Zarneke	FALSE	Yule
3475	Zayton	Location	Yule
3476	Zebu	FALSE	Yule
3477	Zebï¿½k Valley	 	Yule
3478	Zedoary	FALSE	Yule
3479	Zenghi	FALSE	Yule
3480	Zerms (Jerms)	FALSE	Yule
3481	Zerumbet	FALSE	Yule
3482	Zettani	FALSE	Yule
3483	Zhafar	Location	Yule
3484	Zic (Circassia)	FALSE	Yule
3485	Zikas	FALSE	Yule
3486	Zimmï¿½	 	Yule
3487	Zinc	FALSE	Yule
3488	Zinj	FALSE	Yule
3489	Zipangu (Japan)		Murray
3490	Zobeidah	Person	Yule
3491	Zorza	FALSE	Yule
3492	Zu-ï¿½lkarnain (Zulcarniain)	 	Yule
3493	Zurficar (Zï¿½rpica Zulficar)	 	Yule
3494	an soe the Pope		Murray
3495	Ábah	 	Yule
3496	An-nan, or Tongking	 	Yule
3497	Angka(Gryphon)	 	Yule
3498	Apuhota (Kapukada?)	 	Yule
